Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition
PRJNA688321,SRR13319476,,RNA-Seq,84,1575130704,SAMN17173520,690044362,,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9746956,GSM4991263,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991263,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 4,,24 hours post infection,,
PRJNA688321,SRR13319477,,RNA-Seq,84,1571976672,SAMN17173519,678148392,,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9746957,GSM4991264,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991264,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 4,,24 hours post infection,,
PRJNA688321,SRR13319478,,RNA-Seq,84,1657305552,SAMN17173518,724120671,,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9746958,GSM4991265,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991265,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 5,,24 hours post infection,,
PRJNA688321,SRR13319479,,RNA-Seq,84,1516323984,SAMN17173517,656020041,,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9746959,GSM4991266,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991266,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 5,,24 hours post infection,,
PRJNA688321,SRR13319480,,RNA-Seq,84,2177292852,SAMN17173516,943613505,,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9746960,GSM4991267,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991267,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 6,,24 hours post infection,,
PRJNA688321,SRR13319481,,RNA-Seq,84,2657043900,SAMN17173515,1153521826,,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9746961,GSM4991268,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991268,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 6,,24 hours post infection,,
PRJNA688321,SRR13319482,,RNA-Seq,84,1964880036,SAMN17173514,840988547,,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9746962,GSM4991269,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991269,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 7,,24 hours post infection,,
PRJNA688321,SRR13319483,,RNA-Seq,84,1929533256,SAMN17173513,836028208,,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9746963,GSM4991270,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991270,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 7,,24 hours post infection,,
PRJNA688321,SRR13319484,,RNA-Seq,84,1846599636,SAMN17173541,795043890,,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9746964,GSM4991271,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991271,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 8,,24 hours post infection,,
PRJNA688321,SRR13319485,,RNA-Seq,84,2369433108,SAMN17173540,1005763774,,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9746965,GSM4991272,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991272,Lung tissue,SRP299574,,Uninfected,Lung,,,,,,,Donor 8,,24 hours post infection,,
PRJNA688321,SRR13319486,,RNA-Seq,84,1385025012,SAMN17173539,610051102,,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9746966,GSM4991273,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991273,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 4,,24 hours post infection,,
PRJNA688321,SRR13319487,,RNA-Seq,84,1631071008,SAMN17173538,704501641,,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9746967,GSM4991274,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991274,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 4,,24 hours post infection,,
PRJNA688321,SRR13319488,,RNA-Seq,84,2027505396,SAMN17173537,877147863,,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9746968,GSM4991275,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991275,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 5,,24 hours post infection,,
PRJNA688321,SRR13319489,,RNA-Seq,84,1894377492,SAMN17173536,810281453,,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9746969,GSM4991276,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991276,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 5,,24 hours post infection,,
PRJNA688321,SRR13319490,,RNA-Seq,84,2318256780,SAMN17173535,1005672410,,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9746970,GSM4991277,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991277,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 6,,24 hours post infection,,
PRJNA688321,SRR13319491,,RNA-Seq,84,2020326336,SAMN17173534,871639508,,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9746971,GSM4991278,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991278,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 6,,24 hours post infection,,
PRJNA688321,SRR13319492,,RNA-Seq,84,1853811960,SAMN17173533,784565047,,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9746972,GSM4991279,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991279,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 7,,24 hours post infection,,
PRJNA688321,SRR13319493,,RNA-Seq,84,1874245044,SAMN17173532,808422062,,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9746973,GSM4991280,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991280,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 7,,24 hours post infection,,
PRJNA688321,SRR13319494,,RNA-Seq,84,1790847828,SAMN17173531,787875319,,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9746974,GSM4991281,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991281,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 8,,24 hours post infection,,
PRJNA688321,SRR13319495,,RNA-Seq,84,2348853444,SAMN17173530,998152292,,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9746975,GSM4991282,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991282,Lung tissue,SRP299574,,Influenza A,Lung,,,,,,,Donor 8,,24 hours post infection,,
PRJNA688321,SRR13319496,,RNA-Seq,84,1567699476,SAMN17173529,687940931,,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9746976,GSM4991283,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991283,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 4,,24 hours post infection,,
PRJNA688321,SRR13319497,,RNA-Seq,84,1699333524,SAMN17173528,730769213,,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9746977,GSM4991284,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991284,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 4,,24 hours post infection,,
PRJNA688321,SRR13319498,,RNA-Seq,84,2121265440,SAMN17173527,939277034,,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9746978,GSM4991285,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991285,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 5,,24 hours post infection,,
PRJNA688321,SRR13319499,,RNA-Seq,84,2672584992,SAMN17173526,1138336982,,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9746979,GSM4991286,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991286,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 5,,24 hours post infection,,
PRJNA688321,SRR13319500,,RNA-Seq,84,2103882144,SAMN17173525,908053339,,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9746980,GSM4991287,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991287,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 6,,24 hours post infection,,
PRJNA688321,SRR13319501,,RNA-Seq,84,2079082404,SAMN17173547,902262196,,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9746981,GSM4991288,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991288,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 6,,24 hours post infection,,
PRJNA688321,SRR13319502,,RNA-Seq,84,1713521460,SAMN17173546,724554415,,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9746982,GSM4991289,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991289,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 7,,24 hours post infection,,
PRJNA688321,SRR13319503,,RNA-Seq,84,1867992672,SAMN17173545,802718395,,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9746983,GSM4991290,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991290,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 7,,24 hours post infection,,
PRJNA688321,SRR13319504,,RNA-Seq,84,2470836312,SAMN17173544,1064111023,,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9746984,GSM4991291,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991291,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 8,,24 hours post infection,,
PRJNA688321,SRR13319505,,RNA-Seq,84,2630448912,SAMN17173543,1121545370,,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9746985,GSM4991292,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-04-21T00:00:00Z,GSM4991292,Lung tissue,SRP299574,,SARS-CoV-2,Lung,,,,,,,Donor 8,,24 hours post infection,,
PRJNA791847,SRR17319817,,RNA-Seq,99,5786198142,SAMN24365602,1871069389,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13496351,GSM5750646,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750646,lung,SRP352272,,Influenza A virus (IAV),,,,,,,,,,,A23,
PRJNA791847,SRR17319818,,RNA-Seq,100,5436932527,SAMN24365603,1711469545,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13496350,GSM5750645,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750645,lung,SRP352272,,Pseudomonas aeruginosa (PA),,,,,,,,,,,A23,
PRJNA791847,SRR17319820,,RNA-Seq,100,6286843989,SAMN24365605,1976750898,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13496348,GSM5750643,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750643,lung,SRP352272,,Uninfected,,,,,,,,,,,A22,
PRJNA791847,SRR17319821,,RNA-Seq,99,6949998591,SAMN24365606,2203692913,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13496347,GSM5750642,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750642,lung,SRP352272,,Influenza A virus (IAV),,,,,,,,,,,A22,
PRJNA791847,SRR17319822,,RNA-Seq,100,5861047682,SAMN24365607,1894081553,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13496346,GSM5750641,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750641,lung,SRP352272,,Pseudomonas aeruginosa (PA),,,,,,,,,,,A22,
PRJNA791847,SRR17319823,,RNA-Seq,99,6822114249,SAMN24365608,2173372051,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13496345,GSM5750640,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750640,lung,SRP352272,,Mycobacterium bovis (BCG),,,,,,,,,,,A22,
PRJNA791847,SRR17319825,,RNA-Seq,99,5937957169,SAMN24365610,1900302736,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13496343,GSM5750638,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750638,lung,SRP352272,,Influenza A virus (IAV),,,,,,,,,,,A21,
PRJNA791847,SRR17319826,,RNA-Seq,99,6041979652,SAMN24365611,1928589143,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13496342,GSM5750637,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750637,lung,SRP352272,,Pseudomonas aeruginosa (PA),,,,,,,,,,,A21,
PRJNA791847,SRR17319827,,RNA-Seq,99,7743270206,SAMN24365612,2465117879,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13496341,GSM5750636,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750636,lung,SRP352272,,Mycobacterium bovis (BCG),,,,,,,,,,,A21,
PRJNA791847,SRR17319828,,RNA-Seq,99,5617484877,SAMN24365613,1836038785,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13496340,GSM5750635,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750635,lung,SRP352272,,Uninfected,,,,,,,,,,,A20,
PRJNA791847,SRR17319829,,RNA-Seq,99,6164848938,SAMN24365614,1979755323,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13496339,GSM5750634,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750634,lung,SRP352272,,Influenza A virus (IAV),,,,,,,,,,,A20,
PRJNA791847,SRR17319830,,RNA-Seq,99,5654829859,SAMN24365615,1839582455,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13496338,GSM5750633,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750633,lung,SRP352272,,Pseudomonas aeruginosa (PA),,,,,,,,,,,A20,
PRJNA791847,SRR17319831,,RNA-Seq,99,2906722667,SAMN24365616,938489747,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13496337,GSM5750632,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750632,lung,SRP352272,,Mycobacterium bovis (BCG),,,,,,,,,,,A20,
PRJNA791847,SRR17319832,,RNA-Seq,99,5167659111,SAMN24365617,1654473630,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13496336,GSM5750631,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750631,lung,SRP352272,,Uninfected,,,,,,,,,,,A19,
PRJNA791847,SRR17319833,,RNA-Seq,99,6579907127,SAMN24365618,2107263736,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13496335,GSM5750630,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750630,lung,SRP352272,,Influenza A virus (IAV),,,,,,,,,,,A19,
PRJNA791847,SRR17319834,,RNA-Seq,99,4893831544,SAMN24365619,1582529141,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13496334,GSM5750629,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750629,lung,SRP352272,,Pseudomonas aeruginosa (PA),,,,,,,,,,,A19,
PRJNA791847,SRR17319835,,RNA-Seq,99,6400123453,SAMN24365620,2035410061,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13496333,GSM5750628,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750628,lung,SRP352272,,Mycobacterium bovis (BCG),,,,,,,,,,,A19,
PRJNA791847,SRR17319816,,RNA-Seq,99,6087594645,SAMN24365601,1947349983,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13496352,GSM5750647,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750647,lung,SRP352272,,Uninfected,,,,,,,,,,,A23,
PRJNA791847,SRR17319819,,RNA-Seq,99,5541618105,SAMN24365604,1754742691,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13496349,GSM5750644,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750644,lung,SRP352272,,Mycobacterium bovis (BCG),,,,,,,,,,,A23,
PRJNA791847,SRR17319824,,RNA-Seq,99,4334052887,SAMN24365609,1393726386,,"RESEARCH GROUP BIOMARKERS FOR INFECTIOUS DISEASES, EXPERIMENTAL INFECTION RESEARCH, CENTER FOR EXPERIMENTAL AND CLINICAL INFECTION RESEARCH GMBH",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13496344,GSM5750639,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-30T00:00:00Z,GSM5750639,lung,SRP352272,,Uninfected,,,,,,,,,,,A21,
PRJNA849574,SRR19663483,,RNA-Seq,302,32664052126,SAMN29094696,10271100820,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15713026,GSM6245816,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245816,A549,SRP381896,WT,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663484,,RNA-Seq,302,26530571650,SAMN29094697,8420704667,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15713025,GSM6245815,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245815,A549,SRP381896,WT,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663485,,RNA-Seq,302,95841903392,SAMN29094698,30870267143,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15713024,GSM6245814,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245814,A549,SRP381896,WT,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663486,,RNA-Seq,302,26511661618,SAMN29094699,8394224473,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15713023,GSM6245813,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245813,A549,SRP381896,WT,Mock,,,,,,,,,,,,
PRJNA849574,SRR19663487,,RNA-Seq,302,29634797940,SAMN29094700,9331358851,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15713022,GSM6245812,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245812,A549,SRP381896,WT,Mock,,,,,,,,,,,,
PRJNA849574,SRR19663488,,RNA-Seq,302,27908720564,SAMN29094701,8886668815,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15713021,GSM6245811,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245811,A549,SRP381896,WT,Mock,,,,,,,,,,,,
