Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition,X...,Age,Assay.Type,BIOMATERIAL_PROVIDER,BioProject,BioSampleModel,Center.Name,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Isolate,Library.Name,create_date,version,Sample.Name,sex,SRA.Study,TISSUE,asthma_status,obesity_status,Collection_Date,gender,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Isolation_Source,Lat_Lon,Location,Subject,smoking_status,REPLICATE,samp_mat_process,accession..run.,object_status..run.,study..run.,Source_material_ID,env_broad_scale,env_local_scale,env_medium,AssemblyName,collected_by,fasta_file..run.,Host_age,Host_disease,host_sex,Strain,agent,GEO_Accession..exp.,source_name,infected,Cell_type,infection_status,Group,CONDITION,infection,assay,BioRep,Cell_line,Concentration,rnase,cell,TREATMENT,Timepoint,technology,Hours_post_infection,virus_strain,Passages,viral_strain,merip_antibody,sars.cov.2_infected,molecule_subtype,treatment_timepoint,Culture_Condition
PRJNA776746,SRR16676608,,RNA-Seq,100,6724809700,SAMN22818841,2041539438,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",103224,GSM5663465,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663465,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676609,,RNA-Seq,100,4476963400,SAMN22818842,1409155880,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",43905,GSM5663464,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663464,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676610,,RNA-Seq,100,5776677300,SAMN22818843,1830689387,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",43905,GSM5663463,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663463,Human airway epithelial cells,SRP344018,,control,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676611,,RNA-Seq,100,6387900600,SAMN22818844,1953869808,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",103224,GSM5663462,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663462,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676612,,RNA-Seq,100,4800334400,SAMN22818845,1519592715,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",43905,GSM5663461,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663461,Human airway epithelial cells,SRP344018,,control,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676613,,RNA-Seq,100,7294584200,SAMN22818846,2214351893,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",103224,GSM5663460,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663460,Human airway epithelial cells,SRP344018,,control,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676614,,RNA-Seq,100,6467732700,SAMN22818847,1977240655,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",103224,GSM5663459,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663459,Human airway epithelial cells,SRP344018,,control,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676558,,RNA-Seq,100,3205118400,SAMN22818794,1016769807,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",343179,GSM5663512,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663512,Human airway epithelial cells,SRP344018,,control,,NA,NA,,18 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676600,,RNA-Seq,100,6146805000,SAMN22818833,1870871514,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",103224,GSM5663473,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663473,Human airway epithelial cells,SRP344018,,control,,NA,NA,,18 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676482,,RNA-Seq,100,4629459500,SAMN22818718,1461605985,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",436083,GSM5663588,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663588,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676496,,RNA-Seq,100,5711367900,SAMN22818732,1812267483,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663574,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663574,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,18 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676499,,RNA-Seq,100,4518603400,SAMN22818735,1410168939,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663571,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663571,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676475,,RNA-Seq,100,5992519300,SAMN22818711,1841378033,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",623950,GSM5663595,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663595,Human airway epithelial cells,SRP344018,,control,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676483,,RNA-Seq,100,5293713300,SAMN22818719,1625570280,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",623950,GSM5663587,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663587,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,4 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676514,,RNA-Seq,100,3963225400,SAMN22818750,1261934341,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663556,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663556,Human airway epithelial cells,SRP344018,,control,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676516,,RNA-Seq,100,5039892000,SAMN22818752,1583454098,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663554,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663554,Human airway epithelial cells,SRP344018,,control,,NA,NA,,18 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676489,,RNA-Seq,100,3536427800,SAMN22818725,1114452234,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",436083,GSM5663581,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663581,Human airway epithelial cells,SRP344018,,control,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676519,,RNA-Seq,100,6476116100,SAMN22818755,2034119269,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663551,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663551,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676565,,RNA-Seq,100,6416658900,SAMN22818849,2022230199,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",43905,GSM5663457,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663457,Human airway epithelial cells,SRP344018,,control,,NA,NA,,4 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676453,,RNA-Seq,100,6606030200,SAMN22818689,2026096344,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",623950,GSM5663617,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663617,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676461,,RNA-Seq,100,3851664100,SAMN22818697,1212000955,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",436083,GSM5663609,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663609,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,18 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676494,,RNA-Seq,100,4564775700,SAMN22818730,1416090971,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663576,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663576,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676505,,RNA-Seq,100,5051412600,SAMN22818741,1597782268,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663565,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663565,Human airway epithelial cells,SRP344018,,poly_ic,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676508,,RNA-Seq,100,1848727900,SAMN22818744,579361979,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663562,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663562,Human airway epithelial cells,SRP344018,,poly_ic,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676515,,RNA-Seq,100,3944481600,SAMN22818751,1223507662,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663555,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663555,Human airway epithelial cells,SRP344018,,control,,NA,NA,,18 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676517,,RNA-Seq,100,7551366100,SAMN22818753,2382337278,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663553,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663553,Human airway epithelial cells,SRP344018,,control,,NA,NA,,18 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676562,,RNA-Seq,100,7319632100,SAMN22818798,2321202777,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",655308,GSM5663508,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663508,Human airway epithelial cells,SRP344018,,influenza A virus,,NA,NA,,4 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676602,,RNA-Seq,100,6919320100,SAMN22818835,2130688787,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",672447,GSM5663471,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663471,Human airway epithelial cells,SRP344018,,control,,NA,NA,,4 hr,,,,,,,NHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA776746,SRR16676593,,RNA-Seq,100,4724741100,SAMN22818826,1492719432,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",43905,GSM5663480,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663480,Human airway epithelial cells,SRP344018,,poly_ic,,NA,NA,,18 hr,,,,,,,COPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
