"Run","Animal.ID","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","DPI","Experiment","GEO_Accession..exp.","infection_route","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","create_date","version","Sample.Name","source_name","SRA.Study","status","Tissue","virus_dose","virus","Animal_ID","cc_line","day_post.infection","infection_condtion","Treatment"
"SRR7310760",NA,"RNA-Seq",151,3022886469,"PRJNA476001","SAMN09423376",1255438520,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212983","GSM3189767",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:07:00Z",1,"GSM3189767","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310761",NA,"RNA-Seq",151,2938356516,"PRJNA476001","SAMN09423376",1208362616,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212983","GSM3189767",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:05:00Z",1,"GSM3189767","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310762",NA,"RNA-Seq",151,2682181253,"PRJNA476001","SAMN09423375",1105860724,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212984","GSM3189768",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:04:00Z",1,"GSM3189768","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310763",NA,"RNA-Seq",151,2621331389,"PRJNA476001","SAMN09423375",1076915580,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212984","GSM3189768",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:12:00Z",1,"GSM3189768","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310764",NA,"RNA-Seq",151,2715524316,"PRJNA476001","SAMN09423375",1126608033,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212984","GSM3189768",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:03:00Z",1,"GSM3189768","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310765",NA,"RNA-Seq",151,2641069244,"PRJNA476001","SAMN09423375",1085923396,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212984","GSM3189768",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:06:00Z",1,"GSM3189768","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310766",NA,"RNA-Seq",151,1943322030,"PRJNA476001","SAMN09423374",817524044,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212985","GSM3189769",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:02:00Z",1,"GSM3189769","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310767",NA,"RNA-Seq",151,1900506507,"PRJNA476001","SAMN09423374",796885681,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212985","GSM3189769",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:00:00Z",1,"GSM3189769","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310768",NA,"RNA-Seq",151,1944061515,"PRJNA476001","SAMN09423374",822603901,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212985","GSM3189769",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:02:00Z",1,"GSM3189769","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310769",NA,"RNA-Seq",151,1907055575,"PRJNA476001","SAMN09423374",798858586,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212985","GSM3189769",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:01:00Z",1,"GSM3189769","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310770",NA,"RNA-Seq",151,2738396160,"PRJNA476001","SAMN09423412",1124817966,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212986","GSM3189770",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:05:00Z",1,"GSM3189770","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310771",NA,"RNA-Seq",151,2693572256,"PRJNA476001","SAMN09423412",1103431938,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212986","GSM3189770",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:09:00Z",1,"GSM3189770","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310772",NA,"RNA-Seq",151,2785798099,"PRJNA476001","SAMN09423412",1150584397,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212986","GSM3189770",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:03:00Z",1,"GSM3189770","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310773",NA,"RNA-Seq",151,2704247695,"PRJNA476001","SAMN09423412",1107290699,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212986","GSM3189770",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:02:00Z",1,"GSM3189770","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310774",NA,"RNA-Seq",150,2403420444,"PRJNA476001","SAMN09423411",980353226,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212987","GSM3189771",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:40:00Z",1,"GSM3189771","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310775",NA,"RNA-Seq",150,2361235257,"PRJNA476001","SAMN09423411",960259558,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212987","GSM3189771",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:08:00Z",1,"GSM3189771","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310776",NA,"RNA-Seq",150,2445653248,"PRJNA476001","SAMN09423411",1002753702,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212987","GSM3189771",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:07:00Z",1,"GSM3189771","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310777",NA,"RNA-Seq",150,2375495548,"PRJNA476001","SAMN09423411",963158099,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212987","GSM3189771",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:06:00Z",1,"GSM3189771","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310778",NA,"RNA-Seq",150,2138594096,"PRJNA476001","SAMN09423410",872205595,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212988","GSM3189772",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:01:00Z",1,"GSM3189772","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310779",NA,"RNA-Seq",150,2089682998,"PRJNA476001","SAMN09423410",850366886,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212988","GSM3189772",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:09:00Z",1,"GSM3189772","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310780",NA,"RNA-Seq",150,2174476670,"PRJNA476001","SAMN09423410",891438852,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212988","GSM3189772",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:14:00Z",1,"GSM3189772","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310781",NA,"RNA-Seq",150,2107340124,"PRJNA476001","SAMN09423410",854199514,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","NEC","SRX4212988","GSM3189772",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:01:00Z",1,"GSM3189772","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310782",NA,"RNA-Seq",151,578535900,"PRJNA476001","SAMN09423409",184246407,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310783",NA,"RNA-Seq",151,567162029,"PRJNA476001","SAMN09423409",180945538,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310784",NA,"RNA-Seq",151,574713871,"PRJNA476001","SAMN09423409",183614466,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310785",NA,"RNA-Seq",151,559572306,"PRJNA476001","SAMN09423409",178423683,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310786",NA,"RNA-Seq",151,2102297243,"PRJNA476001","SAMN09423409",869157090,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:03:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310787",NA,"RNA-Seq",151,1801035428,"PRJNA476001","SAMN09423409",707802458,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:02:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310788",NA,"RNA-Seq",151,2077126589,"PRJNA476001","SAMN09423409",859144348,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:02:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310789",NA,"RNA-Seq",151,1821214834,"PRJNA476001","SAMN09423409",715983190,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","0","SRX4212989","GSM3189773",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:00:00Z",1,"GSM3189773","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310790",NA,"RNA-Seq",151,573299631,"PRJNA476001","SAMN09423373",179090478,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310791",NA,"RNA-Seq",151,568710288,"PRJNA476001","SAMN09423373",178280426,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310792",NA,"RNA-Seq",151,570817902,"PRJNA476001","SAMN09423373",179024653,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310793",NA,"RNA-Seq",151,561037719,"PRJNA476001","SAMN09423373",175832702,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:28:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310794",NA,"RNA-Seq",151,2744755503,"PRJNA476001","SAMN09423373",1104934115,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T21:25:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310795",NA,"RNA-Seq",151,2330572357,"PRJNA476001","SAMN09423373",894476955,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:40:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310796",NA,"RNA-Seq",151,2712078548,"PRJNA476001","SAMN09423373",1093184321,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:03:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310797",NA,"RNA-Seq",151,2353374656,"PRJNA476001","SAMN09423373",903015035,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","-13","SRX4212990","GSM3189774",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T21:25:00Z",1,"GSM3189774","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310798",NA,"RNA-Seq",151,624672342,"PRJNA476001","SAMN09423372",194527320,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:57:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310799",NA,"RNA-Seq",151,619561002,"PRJNA476001","SAMN09423372",193762747,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:57:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310800",NA,"RNA-Seq",151,620713139,"PRJNA476001","SAMN09423372",194061971,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310801",NA,"RNA-Seq",151,610474529,"PRJNA476001","SAMN09423372",190804923,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:32:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310802",NA,"RNA-Seq",151,3037651551,"PRJNA476001","SAMN09423372",1217729507,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:07:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310803",NA,"RNA-Seq",151,2568880442,"PRJNA476001","SAMN09423372",982762802,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:02:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310804",NA,"RNA-Seq",151,2991899035,"PRJNA476001","SAMN09423372",1201676977,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T21:24:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310805",NA,"RNA-Seq",151,2591346919,"PRJNA476001","SAMN09423372",991009400,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","3","SRX4212991","GSM3189775",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:11:00Z",1,"GSM3189775","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310806",NA,"RNA-Seq",150,645634893,"PRJNA476001","SAMN09423371",201181213,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:28:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310807",NA,"RNA-Seq",150,638612205,"PRJNA476001","SAMN09423371",199680468,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:59:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310808",NA,"RNA-Seq",151,642074820,"PRJNA476001","SAMN09423371",200752182,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310809",NA,"RNA-Seq",151,629577190,"PRJNA476001","SAMN09423371",196667280,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T19:56:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310810",NA,"RNA-Seq",151,3229258456,"PRJNA476001","SAMN09423371",1304118100,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:49:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310811",NA,"RNA-Seq",151,2741672818,"PRJNA476001","SAMN09423371",1055480292,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:04:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310812",NA,"RNA-Seq",151,3186960330,"PRJNA476001","SAMN09423371",1290064245,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:09:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310813",NA,"RNA-Seq",151,2770126730,"PRJNA476001","SAMN09423371",1066044754,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","5","SRX4212992","GSM3189776",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:03:00Z",1,"GSM3189776","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRR7310814",NA,"RNA-Seq",151,3206008427,"PRJNA476001","SAMN09423408",1296221952,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","7","SRX4212993","GSM3189777",NA,"NextSeq 500","PAIRED","cDNA","TRANSCRIPTOMIC","Macaca mulatta","ILLUMINA","2018-08-27T00:00:00Z","2018-06-13T20:16:00Z",1,"GSM3189777","Whole Blood","SRP150467",NA,NA,NA,NA,NA,NA,NA,NA,NA
